"k";"m";"nword";"count1";"count2";"count3";"clock span"
160;100000000;26046;1400000002;369330;100000957;104776
160;100000000;26046;1400000002;369406;100000958;104531
160;100000000;26046;1400000003;368870;100000959;104741
160;100000000;26046;1400000001;368864;100000960;105002
160;100000000;26046;1400000003;369541;100000961;104930
160;100000000;26046;1400000003;369681;100000962;104979
160;100000000;26046;1400000001;369482;100000963;104892
170;100000000;26046;1400000003;369476;100000964;110580
170;100000000;26046;1400000002;370193;100000965;109588
170;100000000;26046;1400000001;370261;100000966;109648
170;100000000;26046;1400000003;368981;100000967;110319
170;100000000;26046;1400000002;368975;100000968;109255
170;100000000;26046;1400000002;369664;100000969;108755
170;100000000;26046;1400000003;369820;100000970;110505
170;100000000;26046;1400000002;369525;100000971;108723
170;100000000;26046;1400000002;369519;100000972;111323
170;100000000;26046;1400000002;370260;100000973;111914
180;100000000;26046;1400000003;370320;100000974;116861
180;100000000;26046;1400000002;369808;100000975;117611
180;100000000;26046;1400000002;369802;100000976;117693
180;100000000;26046;1400000003;370503;100000977;116864
180;100000000;26046;1400000001;370643;100000978;118323
180;100000000;26046;1400000002;369936;100000979;118394
180;100000000;26046;1400000003;369930;100000980;116647
180;100000000;26046;1400000002;370679;100000981;116324
180;100000000;26046;1400000003;370731;100000982;114757
180;100000000;26046;1400000003;368723;100000983;116342
190;100000000;26046;1400000002;368717;100000984;122854
190;100000000;26046;1400000002;369430;100000985;122441
190;100000000;26046;1400000002;369554;100000986;122459
190;100000000;26046;1400000002;369466;100000987;122398
190;100000000;26046;1400000002;369460;100000988;123613
190;100000000;26046;1400000002;370217;100000989;120137
190;100000000;26046;1400000002;370261;100000990;122444
190;100000000;26046;1400000002;369773;100000991;122534
190;100000000;26046;1400000002;369767;100000992;122407
190;100000000;26046;1400000002;370492;100000993;122589
200;100000000;26046;1400000003;370600;100000994;129505
200;100000000;26046;1400000003;370431;100000995;127631
200;100000000;26046;1400000002;370425;100000996;130946
200;100000000;26046;1400000003;371190;100000997;129576
200;100000000;26046;1400000002;371226;100000998;129597
200;100000000;26046;1400000002;369978;100000999;129523
200;100000000;26046;1400000003;369972;100001000;130614
200;100000000;26046;1400000002;370709;100001001;129452
200;100000000;26046;1400000002;370809;100001002;129398
200;100000000;26046;1400000002;370377;100001003;129441
10;10000;39213;153329;691276;20022;29
10;10000;39213;130515;577629;17023;13
10;10000;39213;153329;577629;20022;13
10;10000;39213;130515;577629;17023;12
10;10000;39213;153329;577629;20022;13
10;10000;39213;130515;577629;17023;13
10;10000;39213;153329;577629;20022;13
10;10000;39213;130515;577629;17023;12
10;10000;39213;153329;577629;20022;13
10;10000;39213;130515;577629;17023;13
20;10000;39213;153321;577643;20005;16
20;10000;39213;153345;577607;20005;16
20;10000;39213;153321;577607;20005;16
20;10000;39213;153345;577607;20005;16
20;10000;39213;153321;577607;20005;16
20;10000;39213;153345;577607;20005;16
20;10000;39213;153321;577607;20005;16
20;10000;39213;153345;577607;20005;16
20;10000;39213;153321;577607;20005;16
20;10000;39213;153345;577607;20005;16
30;10000;39213;153322;577601;20000;19
30;10000;39213;153322;577601;20000;19
30;10000;39213;153322;577601;20000;19
30;10000;39213;153322;577601;20000;18
30;10000;39213;153322;577601;20000;19
30;10000;39213;153322;577601;20000;19
30;10000;39213;153322;577601;20000;19
30;10000;39213;153322;577601;20000;18
30;10000;39213;153322;577601;20000;19
30;10000;39213;153322;577601;20000;19
40;10000;39213;153322;577601;20000;22
40;10000;39213;153322;577601;20000;22
40;10000;39213;153322;577601;20000;21
40;10000;39213;153322;577601;20000;22
40;10000;39213;153322;577601;20000;23
40;10000;39213;153322;577601;20000;23
40;10000;39213;153322;577601;20000;22
40;10000;39213;153322;577601;20000;21
40;10000;39213;153322;577601;20000;22
40;10000;39213;153322;577601;20000;22
50;10000;39213;153322;577601;20000;25
50;10000;39213;153322;577601;20000;24
50;10000;39213;153322;577601;20000;25
50;10000;39213;153322;577601;20000;24
50;10000;39213;153322;577601;20000;25
50;10000;39213;153322;577601;20000;24
50;10000;39213;153322;577601;20000;25
50;10000;39213;153322;577601;20000;24
50;10000;39213;153322;577601;20000;24
50;10000;39213;153322;577601;20000;25
60;10000;39213;153322;577601;20000;27
60;10000;39213;153322;577601;20000;27
60;10000;39213;153322;577601;20000;28
60;10000;39213;153322;577601;20000;27
60;10000;39213;153322;577601;20000;28
60;10000;39213;153322;577601;20000;27
60;10000;39213;153322;577601;20000;27
60;10000;39213;153322;577601;20000;28
60;10000;39213;153322;577601;20000;27
60;10000;39213;153322;577601;20000;27
70;10000;39213;153322;577601;20000;30
70;10000;39213;153322;577601;20000;31
70;10000;39213;153322;577601;20000;29
70;10000;39213;153322;577601;20000;30
70;10000;39213;153322;577601;20000;29
70;10000;39213;153322;577601;20000;31
70;10000;39213;153322;577601;20000;29
70;10000;39213;153322;577601;20000;29
70;10000;39213;153322;577601;20000;30
70;10000;39213;153322;577601;20000;29
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
80;10000;39213;153322;577601;20000;32
90;10000;39213;153322;577601;20000;35
90;10000;39213;153322;577601;20000;35
90;10000;39213;153322;577601;20000;34
90;10000;39213;153322;577601;20000;34
90;10000;39213;153322;577601;20000;36
90;10000;39213;153322;577601;20000;35
90;10000;39213;153322;577601;20000;34
90;10000;39213;153322;577601;20000;35
90;10000;39213;153322;577601;20000;35
90;10000;39213;153322;577601;20000;35
100;10000;39213;153322;577601;20000;37
100;10000;39213;153322;577601;20000;37
100;10000;39213;153322;577601;20000;38
100;10000;39213;153322;577601;20000;37
100;10000;39213;153322;577601;20000;37
100;10000;39213;153322;577601;20000;37
100;10000;39213;153322;577601;20000;37
100;10000;39213;153322;577601;20000;38
100;10000;39213;153322;577601;20000;37
100;10000;39213;153322;577601;20000;37
110;10000;39213;153322;577601;20000;40
110;10000;39213;153322;577601;20000;40
110;10000;39213;153322;577601;20000;39
110;10000;39213;153322;577601;20000;39
110;10000;39213;153322;577601;20000;40
110;10000;39213;153322;577601;20000;41
110;10000;39213;153322;577601;20000;40
110;10000;39213;153322;577601;20000;40
110;10000;39213;153322;577601;20000;40
110;10000;39213;153322;577601;20000;40
120;10000;39213;153322;577601;20000;43
120;10000;39213;153322;577601;20000;43
120;10000;39213;153322;577601;20000;42
120;10000;39213;153322;577601;20000;43
120;10000;39213;153322;577601;20000;43
120;10000;39213;153322;577601;20000;42
120;10000;39213;153322;577601;20000;42
120;10000;39213;153322;577601;20000;43
120;10000;39213;153322;577601;20000;42
120;10000;39213;153322;577601;20000;42
130;10000;39213;153322;577601;20000;46
130;10000;39213;153322;577601;20000;46
130;10000;39213;153322;577601;20000;46
130;10000;39213;153322;577601;20000;46
130;10000;39213;153322;577601;20000;46
130;10000;39213;153322;577601;20000;47
130;10000;39213;153322;577601;20000;46
130;10000;39213;153322;577601;20000;46
130;10000;39213;153322;577601;20000;47
130;10000;39213;153322;577601;20000;46
140;10000;39213;153322;577601;20000;49
140;10000;39213;153322;577601;20000;49
140;10000;39213;153322;577601;20000;49
140;10000;39213;153322;577601;20000;49
140;10000;39213;153322;577601;20000;49
140;10000;39213;153322;577601;20000;50
140;10000;39213;153322;577601;20000;49
140;10000;39213;153322;577601;20000;49
140;10000;39213;153322;577601;20000;49
140;10000;39213;153322;577601;20000;49
150;10000;39213;153322;577601;20000;51
150;10000;39213;153322;577601;20000;52
150;10000;39213;153322;577601;20000;52
150;10000;39213;153322;577601;20000;53
150;10000;39213;153322;577601;20000;55
150;10000;39213;153322;577601;20000;51
150;10000;39213;153322;577601;20000;52
150;10000;39213;153322;577601;20000;52
150;10000;39213;153322;577601;20000;51
150;10000;39213;153322;577601;20000;51
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;54
160;10000;39213;153322;577601;20000;55
170;10000;39213;153322;577601;20000;56
170;10000;39213;153322;577601;20000;57
170;10000;39213;153322;577601;20000;57
170;10000;39213;153322;577601;20000;57
170;10000;39213;153322;577601;20000;57
170;10000;39213;153322;577601;20000;56
170;10000;39213;153322;577601;20000;58
170;10000;39213;153322;577601;20000;56
170;10000;39213;153322;577601;20000;56
170;10000;39213;153322;577601;20000;57
180;10000;39213;153322;577601;20000;60
180;10000;39213;153322;577601;20000;59
180;10000;39213;153322;577601;20000;60
180;10000;39213;153322;577601;20000;60
180;10000;39213;153322;577601;20000;59
180;10000;39213;153322;577601;20000;60
180;10000;39213;153322;577601;20000;59
180;10000;39213;153322;577601;20000;60
180;10000;39213;153322;577601;20000;60
180;10000;39213;153322;577601;20000;59
190;10000;39213;153322;577601;20000;62
190;10000;39213;153322;577601;20000;62
190;10000;39213;153322;577601;20000;61
190;10000;39213;153322;577601;20000;61
190;10000;39213;153322;577601;20000;63
190;10000;39213;153322;577601;20000;62
190;10000;39213;153322;577601;20000;63
190;10000;39213;153322;577601;20000;63
190;10000;39213;153322;577601;20000;62
190;10000;39213;153322;577601;20000;62
200;10000;39213;153322;577601;20000;65
200;10000;39213;153322;577601;20000;66
200;10000;39213;153322;577601;20000;65
200;10000;39213;153322;577601;20000;65
200;10000;39213;153322;577601;20000;65
200;10000;39213;153322;577601;20000;66
200;10000;39213;153322;577601;20000;65
200;10000;39213;153322;577601;20000;65
200;10000;39213;153322;577601;20000;65
200;10000;39213;153322;577601;20000;64
10;100000;39213;1411517;577629;184289;72
10;100000;39213;130515;577629;17023;12
10;100000;39213;1411517;577629;184289;72
10;100000;39213;130515;577629;17023;13
10;100000;39213;1411517;577629;184289;72
10;100000;39213;130515;577629;17023;12
10;100000;39213;1411517;577629;184289;72
10;100000;39213;130515;577629;17023;13
10;100000;39213;1411517;577629;184289;71
10;100000;39213;130515;577629;17023;13
20;100000;39213;1291669;577607;168560;89
20;100000;39213;255355;577607;33317;24
20;100000;39213;1291669;577607;168560;90
20;100000;39213;255355;577607;33317;22
20;100000;39213;1291669;577607;168560;90
20;100000;39213;255355;577607;33317;23
20;100000;39213;600793;577607;78398;45
20;100000;39213;255355;577607;33317;23
20;100000;39213;600793;577607;78398;45
20;100000;39213;255355;577607;33317;23
30;100000;39213;600640;577601;78368;56
30;100000;39213;600640;577601;78368;55
30;100000;39213;600640;577601;78368;56
30;100000;39213;600640;577601;78368;55
30;100000;39213;600640;577601;78368;55
30;100000;39213;600640;577601;78368;56
30;100000;39213;600640;577601;78368;56
30;100000;39213;600640;577601;78368;55
30;100000;39213;600640;577601;78368;56
30;100000;39213;600640;577601;78368;55
40;100000;39213;600487;577601;78348;67
40;100000;39213;600487;577601;78348;66
40;100000;39213;600487;577601;78348;66
40;100000;39213;600487;577601;78348;66
40;100000;39213;600487;577601;78348;66
40;100000;39213;600487;577601;78348;66
40;100000;39213;600487;577601;78348;66
40;100000;39213;600487;577601;78348;68
40;100000;39213;600487;577601;78348;66
40;100000;39213;600487;577601;78348;66
50;100000;39213;600334;577601;78328;77
50;100000;39213;600334;577601;78328;77
50;100000;39213;600334;577601;78328;76
50;100000;39213;600334;577601;78328;77
50;100000;39213;600334;577601;78328;78
50;100000;39213;600334;577601;78328;76
50;100000;39213;600334;577601;78328;76
50;100000;39213;600334;577601;78328;77
50;100000;39213;600334;577601;78328;78
50;100000;39213;600334;577601;78328;77
60;100000;39213;600178;577601;78308;88
60;100000;39213;600178;577601;78308;87
60;100000;39213;600178;577601;78308;87
60;100000;39213;600178;577601;78308;87
60;100000;39213;600178;577601;78308;88
60;100000;39213;600178;577601;78308;87
60;100000;39213;600178;577601;78308;87
60;100000;39213;600178;577601;78308;87
60;100000;39213;600178;577601;78308;87
60;100000;39213;600178;577601;78308;88
70;100000;39213;600025;577601;78288;97
70;100000;39213;600025;577601;78288;98
70;100000;39213;600025;577601;78288;98
70;100000;39213;600025;577601;78288;98
70;100000;39213;600025;577601;78288;97
70;100000;39213;600025;577601;78288;97
70;100000;39213;600025;577601;78288;97
70;100000;39213;600025;577601;78288;98
70;100000;39213;600025;577601;78288;97
70;100000;39213;600025;577601;78288;100
80;100000;39213;599870;577601;78268;109
80;100000;39213;599870;577601;78268;108
80;100000;39213;599870;577601;78268;109
80;100000;39213;599870;577601;78268;109
80;100000;39213;599870;577601;78268;108
80;100000;39213;599870;577601;78268;108
80;100000;39213;599870;577601;78268;108
80;100000;39213;599870;577601;78268;108
80;100000;39213;599870;577601;78268;107
80;100000;39213;599870;577601;78268;108
90;100000;39213;599715;577601;78248;120
90;100000;39213;599715;577601;78248;119
90;100000;39213;599715;577601;78248;119
90;100000;39213;599715;577601;78248;119
90;100000;39213;599715;577601;78248;118
90;100000;39213;599715;577601;78248;118
90;100000;39213;599715;577601;78248;119
90;100000;39213;599715;577601;78248;119
90;100000;39213;599715;577601;78248;119
90;100000;39213;599715;577601;78248;118
100;100000;39213;599561;577601;78228;130
100;100000;39213;599561;577601;78228;129
100;100000;39213;599561;577601;78228;129
100;100000;39213;599561;577601;78228;129
100;100000;39213;599561;577601;78228;130
100;100000;39213;599561;577601;78228;130
100;100000;39213;599561;577601;78228;130
100;100000;39213;599561;577601;78228;128
100;100000;39213;599561;577601;78228;129
100;100000;39213;599561;577601;78228;129
110;100000;39213;599411;577601;78208;140
110;100000;39213;599411;577601;78208;140
110;100000;39213;599411;577601;78208;140
110;100000;39213;599411;577601;78208;139
110;100000;39213;599411;577601;78208;141
110;100000;39213;599411;577601;78208;142
110;100000;39213;599411;577601;78208;139
110;100000;39213;599411;577601;78208;140
110;100000;39213;599411;577601;78208;140
110;100000;39213;599411;577601;78208;140
120;100000;39213;599258;577601;78188;150
120;100000;39213;599258;577601;78188;150
120;100000;39213;599258;577601;78188;150
120;100000;39213;599258;577601;78188;151
120;100000;39213;599258;577601;78188;151
120;100000;39213;599258;577601;78188;150
120;100000;39213;599258;577601;78188;150
120;100000;39213;599258;577601;78188;151
120;100000;39213;599258;577601;78188;151
120;100000;39213;599258;577601;78188;151
130;100000;39213;599107;577601;78168;160
130;100000;39213;599107;577601;78168;161
130;100000;39213;599107;577601;78168;160
130;100000;39213;599107;577601;78168;161
130;100000;39213;599107;577601;78168;161
130;100000;39213;599107;577601;78168;159
130;100000;39213;599107;577601;78168;161
130;100000;39213;599107;577601;78168;160
130;100000;39213;599107;577601;78168;161
130;100000;39213;599107;577601;78168;160
140;100000;39213;598952;577601;78148;172
140;100000;39213;598952;577601;78148;172
140;100000;39213;598952;577601;78148;171
140;100000;39213;598952;577601;78148;170
140;100000;39213;598952;577601;78148;171
140;100000;39213;598952;577601;78148;171
140;100000;39213;598952;577601;78148;172
140;100000;39213;598952;577601;78148;171
140;100000;39213;598952;577601;78148;172
140;100000;39213;598952;577601;78148;171
150;100000;39213;598797;577601;78128;183
150;100000;39213;598797;577601;78128;181
150;100000;39213;598797;577601;78128;181
150;100000;39213;598797;577601;78128;182
150;100000;39213;598797;577601;78128;182
150;100000;39213;598797;577601;78128;182
150;100000;39213;598797;577601;78128;183
150;100000;39213;598797;577601;78128;183
150;100000;39213;598797;577601;78128;181
150;100000;39213;598797;577601;78128;182
160;100000;39213;598644;577601;78108;193
160;100000;39213;598644;577601;78108;192
160;100000;39213;598644;577601;78108;191
160;100000;39213;598644;577601;78108;191
160;100000;39213;598644;577601;78108;191
160;100000;39213;598644;577601;78108;192
160;100000;39213;598644;577601;78108;192
160;100000;39213;598644;577601;78108;191
160;100000;39213;598644;577601;78108;192
160;100000;39213;598644;577601;78108;192
170;100000;39213;598489;577601;78088;203
170;100000;39213;598489;577601;78088;201
170;100000;39213;598489;577601;78088;202
170;100000;39213;598489;577601;78088;201
170;100000;39213;598489;577601;78088;202
170;100000;39213;598489;577601;78088;202
170;100000;39213;598489;577601;78088;203
170;100000;39213;598489;577601;78088;202
170;100000;39213;598489;577601;78088;203
170;100000;39213;598489;577601;78088;203
180;100000;39213;598336;577601;78068;213
180;100000;39213;598336;577601;78068;212
180;100000;39213;598336;577601;78068;213
180;100000;39213;598336;577601;78068;213
180;100000;39213;598336;577601;78068;213
180;100000;39213;598336;577601;78068;212
180;100000;39213;598336;577601;78068;213
180;100000;39213;598336;577601;78068;215
180;100000;39213;598336;577601;78068;212
180;100000;39213;598336;577601;78068;213
190;100000;39213;598184;577601;78048;222
190;100000;39213;598184;577601;78048;223
190;100000;39213;598184;577601;78048;222
190;100000;39213;598184;577601;78048;223
190;100000;39213;598184;577601;78048;223
190;100000;39213;598184;577601;78048;224
190;100000;39213;598184;577601;78048;222
190;100000;39213;598184;577601;78048;222
190;100000;39213;598184;577601;78048;223
190;100000;39213;598184;577601;78048;223
200;100000;39213;598030;577601;78028;232
200;100000;39213;598030;577601;78028;233
200;100000;39213;598030;577601;78028;233
200;100000;39213;598030;577601;78028;232
200;100000;39213;598030;577601;78028;232
200;100000;39213;598030;577601;78028;233
200;100000;39213;598030;577601;78028;234
200;100000;39213;598030;577601;78028;234
200;100000;39213;598030;577601;78028;234
200;100000;39213;598030;577601;78028;234
10;1000000;39213;130515;577629;17023;12
10;1000000;39213;598297;577629;78107;34
10;1000000;39213;130515;577629;17023;13
10;1000000;39213;598297;577629;78107;34
10;1000000;39213;130515;577629;17023;12
10;1000000;39213;598297;577629;78107;34
10;1000000;39213;130515;577629;17023;12
10;1000000;39213;598297;577629;78107;34
10;1000000;39213;130515;577629;17023;13
10;1000000;39213;598297;577629;78107;34
20;1000000;39213;255355;577607;33317;22
20;1000000;39213;946231;577607;123479;67
20;1000000;39213;255355;577607;33317;23
20;1000000;39213;946231;577607;123479;67
20;1000000;39213;255355;577607;33317;23
20;1000000;39213;946231;577607;123479;66
20;1000000;39213;255355;577607;33317;23
20;1000000;39213;946231;577607;123479;67
20;1000000;39213;255355;577607;33317;23
20;1000000;39213;946231;577607;123479;67
30;1000000;39213;600640;577601;78368;55
30;1000000;39213;600640;577601;78368;57
30;1000000;39213;600640;577601;78368;55
30;1000000;39213;600640;577601;78368;55
30;1000000;39213;600640;577601;78368;55
30;1000000;39213;600640;577601;78368;56
30;1000000;39213;600640;577601;78368;55
30;1000000;39213;600640;577601;78368;55
30;1000000;39213;600640;577601;78368;55
30;1000000;39213;600640;577601;78368;55
40;1000000;39213;600487;577601;78348;67
40;1000000;39213;600487;577601;78348;65
40;1000000;39213;600487;577601;78348;66
40;1000000;39213;600487;577601;78348;65
40;1000000;39213;600487;577601;78348;66
40;1000000;39213;600487;577601;78348;66
40;1000000;39213;600487;577601;78348;66
40;1000000;39213;600487;577601;78348;66
40;1000000;39213;600487;577601;78348;66
40;1000000;39213;600487;577601;78348;65
50;1000000;39213;600334;577601;78328;76
50;1000000;39213;600334;577601;78328;75
50;1000000;39213;600334;577601;78328;76
50;1000000;39213;600334;577601;78328;77
50;1000000;39213;600334;577601;78328;76
50;1000000;39213;600334;577601;78328;76
50;1000000;39213;600334;577601;78328;77
50;1000000;39213;600334;577601;78328;77
50;1000000;39213;600334;577601;78328;76
50;1000000;39213;600334;577601;78328;76
60;1000000;39213;600178;577601;78308;87
60;1000000;39213;600178;577601;78308;88
60;1000000;39213;600178;577601;78308;87
60;1000000;39213;600178;577601;78308;87
60;1000000;39213;600178;577601;78308;88
60;1000000;39213;600178;577601;78308;88
60;1000000;39213;600178;577601;78308;87
60;1000000;39213;600178;577601;78308;87
60;1000000;39213;600178;577601;78308;87
60;1000000;39213;600178;577601;78308;87
70;1000000;39213;600025;577601;78288;99
70;1000000;39213;600025;577601;78288;99
70;1000000;39213;600025;577601;78288;98
70;1000000;39213;600025;577601;78288;97
70;1000000;39213;600025;577601;78288;97
70;1000000;39213;600025;577601;78288;97
70;1000000;39213;600025;577601;78288;98
70;1000000;39213;600025;577601;78288;98
70;1000000;39213;600025;577601;78288;97
70;1000000;39213;600025;577601;78288;98
80;1000000;39213;599870;577601;78268;108
80;1000000;39213;599870;577601;78268;109
80;1000000;39213;599870;577601;78268;108
80;1000000;39213;599870;577601;78268;109
80;1000000;39213;599870;577601;78268;110
80;1000000;39213;599870;577601;78268;109
80;1000000;39213;599870;577601;78268;110
80;1000000;39213;599870;577601;78268;107
80;1000000;39213;599870;577601;78268;107
80;1000000;39213;599870;577601;78268;108
90;1000000;39213;599715;577601;78248;118
90;1000000;39213;599715;577601;78248;117
90;1000000;39213;599715;577601;78248;118
90;1000000;39213;599715;577601;78248;119
90;1000000;39213;599715;577601;78248;120
90;1000000;39213;599715;577601;78248;118
90;1000000;39213;599715;577601;78248;119
90;1000000;39213;599715;577601;78248;118
90;1000000;39213;599715;577601;78248;119
90;1000000;39213;599715;577601;78248;119
100;1000000;39213;599561;577601;78228;129
100;1000000;39213;599561;577601;78228;129
100;1000000;39213;599561;577601;78228;129
100;1000000;39213;599561;577601;78228;129
100;1000000;39213;599561;577601;78228;129
100;1000000;39213;599561;577601;78228;129
100;1000000;39213;599561;577601;78228;132
100;1000000;39213;599561;577601;78228;129
100;1000000;39213;599561;577601;78228;129
100;1000000;39213;599561;577601;78228;130
110;1000000;39213;599411;577601;78208;139
110;1000000;39213;599411;577601;78208;139
110;1000000;39213;599411;577601;78208;139
110;1000000;39213;599411;577601;78208;140
110;1000000;39213;599411;577601;78208;139
110;1000000;39213;599411;577601;78208;139
110;1000000;39213;599411;577601;78208;140
110;1000000;39213;599411;577601;78208;140
110;1000000;39213;599411;577601;78208;140
110;1000000;39213;599411;577601;78208;140
120;1000000;39213;599258;577601;78188;150
120;1000000;39213;599258;577601;78188;150
120;1000000;39213;599258;577601;78188;150
120;1000000;39213;599258;577601;78188;150
120;1000000;39213;599258;577601;78188;150
120;1000000;39213;599258;577601;78188;149
120;1000000;39213;599258;577601;78188;150
120;1000000;39213;599258;577601;78188;150
120;1000000;39213;599258;577601;78188;149
120;1000000;39213;599258;577601;78188;151
130;1000000;39213;599107;577601;78168;160
130;1000000;39213;599107;577601;78168;161
130;1000000;39213;599107;577601;78168;159
130;1000000;39213;599107;577601;78168;159
130;1000000;39213;599107;577601;78168;162
130;1000000;39213;599107;577601;78168;160
130;1000000;39213;599107;577601;78168;160
130;1000000;39213;599107;577601;78168;160
130;1000000;39213;599107;577601;78168;161
130;1000000;39213;599107;577601;78168;161
140;1000000;39213;598952;577601;78148;171
140;1000000;39213;598952;577601;78148;171
140;1000000;39213;598952;577601;78148;171
140;1000000;39213;598952;577601;78148;171
140;1000000;39213;598952;577601;78148;171
140;1000000;39213;598952;577601;78148;171
140;1000000;39213;598952;577601;78148;174
140;1000000;39213;598952;577601;78148;169
140;1000000;39213;598952;577601;78148;171
140;1000000;39213;598952;577601;78148;171
150;1000000;39213;598797;577601;78128;182
150;1000000;39213;598797;577601;78128;180
150;1000000;39213;598797;577601;78128;183
150;1000000;39213;598797;577601;78128;180
150;1000000;39213;598797;577601;78128;182
150;1000000;39213;598797;577601;78128;181
150;1000000;39213;598797;577601;78128;182
150;1000000;39213;598797;577601;78128;181
150;1000000;39213;598797;577601;78128;180
150;1000000;39213;598797;577601;78128;181
160;1000000;39213;598644;577601;78108;191
160;1000000;39213;598644;577601;78108;192
160;1000000;39213;598644;577601;78108;191
160;1000000;39213;598644;577601;78108;193
160;1000000;39213;598644;577601;78108;193
160;1000000;39213;598644;577601;78108;193
160;1000000;39213;598644;577601;78108;192
160;1000000;39213;598644;577601;78108;192
160;1000000;39213;598644;577601;78108;192
160;1000000;39213;598644;577601;78108;192
170;1000000;39213;598489;577601;78088;204
170;1000000;39213;598489;577601;78088;203
170;1000000;39213;598489;577601;78088;203
170;1000000;39213;598489;577601;78088;203
170;1000000;39213;598489;577601;78088;203
170;1000000;39213;598489;577601;78088;202
170;1000000;39213;598489;577601;78088;203
170;1000000;39213;598489;577601;78088;203
170;1000000;39213;598489;577601;78088;202
170;1000000;39213;598489;577601;78088;202
180;1000000;39213;598336;577601;78068;214
180;1000000;39213;598336;577601;78068;210
180;1000000;39213;598336;577601;78068;212
180;1000000;39213;598336;577601;78068;214
180;1000000;39213;598336;577601;78068;212
180;1000000;39213;598336;577601;78068;212
180;1000000;39213;598336;577601;78068;214
180;1000000;39213;598336;577601;78068;212
180;1000000;39213;598336;577601;78068;214
180;1000000;39213;598336;577601;78068;213
190;1000000;39213;598184;577601;78048;222
190;1000000;39213;598184;577601;78048;224
190;1000000;39213;598184;577601;78048;222
190;1000000;39213;598184;577601;78048;222
190;1000000;39213;598184;577601;78048;221
190;1000000;39213;598184;577601;78048;222
190;1000000;39213;598184;577601;78048;224
190;1000000;39213;598184;577601;78048;222
190;1000000;39213;598184;577601;78048;221
190;1000000;39213;598184;577601;78048;221
200;1000000;39213;598030;577601;78028;231
200;1000000;39213;598030;577601;78028;233
200;1000000;39213;598030;577601;78028;232
200;1000000;39213;598030;577601;78028;231
200;1000000;39213;598030;577601;78028;231
200;1000000;39213;598030;577601;78028;233
200;1000000;39213;598030;577601;78028;234
200;1000000;39213;598030;577601;78028;233
200;1000000;39213;598030;577601;78028;233
200;1000000;39213;598030;577601;78028;233
10;10000000;39213;725937;577629;94815;40
10;10000000;39213;130515;577629;17023;12
10;10000000;39213;725937;577629;94815;40
10;10000000;39213;130515;577629;17023;13
10;10000000;39213;725937;577629;94815;40
10;10000000;39213;130515;577629;17023;12
10;10000000;39213;725937;577629;94815;40
10;10000000;39213;130515;577629;17023;12
10;10000000;39213;725937;577629;94815;40
10;10000000;39213;130515;577629;17023;12
20;10000000;39213;255355;577607;33317;23
20;10000000;39213;600793;577607;78398;45
20;10000000;39213;255355;577607;33317;23
20;10000000;39213;600793;577607;78398;45
20;10000000;39213;255355;577607;33317;23
20;10000000;39213;600793;577607;78398;45
20;10000000;39213;255355;577607;33317;23
20;10000000;39213;600793;577607;78398;45
20;10000000;39213;255355;577607;33317;23
20;10000000;39213;600793;577607;78398;45
30;10000000;39213;600640;577601;78368;55
30;10000000;39213;600640;577601;78368;55
30;10000000;39213;600640;577601;78368;55
30;10000000;39213;600640;577601;78368;56
30;10000000;39213;600640;577601;78368;56
30;10000000;39213;600640;577601;78368;55
30;10000000;39213;600640;577601;78368;57
30;10000000;39213;600640;577601;78368;56
30;10000000;39213;600640;577601;78368;56
30;10000000;39213;600640;577601;78368;56
40;10000000;39213;600487;577601;78348;67
40;10000000;39213;600487;577601;78348;67
40;10000000;39213;600487;577601;78348;66
40;10000000;39213;600487;577601;78348;66
40;10000000;39213;600487;577601;78348;66
40;10000000;39213;600487;577601;78348;67
40;10000000;39213;600487;577601;78348;66
40;10000000;39213;600487;577601;78348;66
40;10000000;39213;600487;577601;78348;67
40;10000000;39213;600487;577601;78348;65
50;10000000;39213;600334;577601;78328;77
50;10000000;39213;600334;577601;78328;77
50;10000000;39213;600334;577601;78328;77
50;10000000;39213;600334;577601;78328;77
50;10000000;39213;600334;577601;78328;76
50;10000000;39213;600334;577601;78328;77
50;10000000;39213;600334;577601;78328;77
50;10000000;39213;600334;577601;78328;78
50;10000000;39213;600334;577601;78328;77
50;10000000;39213;600334;577601;78328;77
60;10000000;39213;600178;577601;78308;87
60;10000000;39213;600178;577601;78308;87
60;10000000;39213;600178;577601;78308;87
60;10000000;39213;600178;577601;78308;87
60;10000000;39213;600178;577601;78308;88
60;10000000;39213;600178;577601;78308;88
60;10000000;39213;600178;577601;78308;88
60;10000000;39213;600178;577601;78308;88
60;10000000;39213;600178;577601;78308;88
60;10000000;39213;600178;577601;78308;89
70;10000000;39213;600025;577601;78288;98
