"k";"m";"nword";"count1";"count2";"count3";"clock span"
130;100000;75162;1601618;1206958;106509;120
130;100000;75162;1601618;1206958;106509;120
130;100000;75162;1601618;1206958;106509;119
130;100000;75162;1601618;1206958;106509;120
140;100000;75162;1601618;1206958;106509;126
140;100000;75162;1601618;1206958;106509;127
140;100000;75162;1601618;1206958;106509;127
140;100000;75162;1601618;1206958;106509;126
140;100000;75162;1601618;1206958;106509;128
140;100000;75162;1601618;1206958;106509;126
140;100000;75162;1601618;1206958;106509;127
140;100000;75162;1601618;1206958;106509;127
140;100000;75162;1601618;1206958;106509;126
140;100000;75162;1601618;1206958;106509;127
150;100000;75162;1601618;1206958;106509;134
150;100000;75162;1601618;1206958;106509;133
150;100000;75162;1601618;1206958;106509;134
150;100000;75162;1601618;1206958;106509;132
150;100000;75162;1601618;1206958;106509;133
150;100000;75162;1601618;1206958;106509;134
150;100000;75162;1601618;1206958;106509;134
150;100000;75162;1601618;1206958;106509;134
150;100000;75162;1601618;1206958;106509;133
150;100000;75162;1601618;1206958;106509;133
160;100000;75162;1601618;1206958;106509;141
160;100000;75162;1601618;1206958;106509;140
160;100000;75162;1601618;1206958;106509;141
160;100000;75162;1601618;1206958;106509;140
160;100000;75162;1601618;1206958;106509;141
160;100000;75162;1601618;1206958;106509;142
160;100000;75162;1601618;1206958;106509;141
160;100000;75162;1601618;1206958;106509;141
160;100000;75162;1601618;1206958;106509;140
160;100000;75162;1601618;1206958;106509;141
170;100000;75162;1601618;1206958;106509;147
170;100000;75162;1601618;1206958;106509;148
170;100000;75162;1601618;1206958;106509;147
170;100000;75162;1601618;1206958;106509;148
170;100000;75162;1601618;1206958;106509;147
170;100000;75162;1601618;1206958;106509;148
170;100000;75162;1601618;1206958;106509;147
170;100000;75162;1601618;1206958;106509;147
170;100000;75162;1601618;1206958;106509;148
170;100000;75162;1601618;1206958;106509;147
180;100000;75162;1601618;1206958;106509;156
180;100000;75162;1601618;1206958;106509;154
180;100000;75162;1601618;1206958;106509;155
180;100000;75162;1601618;1206958;106509;155
180;100000;75162;1601618;1206958;106509;156
180;100000;75162;1601618;1206958;106509;155
180;100000;75162;1601618;1206958;106509;156
180;100000;75162;1601618;1206958;106509;155
180;100000;75162;1601618;1206958;106509;154
180;100000;75162;1601618;1206958;106509;155
190;100000;75162;1601618;1206958;106509;162
190;100000;75162;1601618;1206958;106509;163
190;100000;75162;1601618;1206958;106509;162
190;100000;75162;1601618;1206958;106509;163
190;100000;75162;1601618;1206958;106509;162
190;100000;75162;1601618;1206958;106509;162
190;100000;75162;1601618;1206958;106509;162
190;100000;75162;1601618;1206958;106509;162
190;100000;75162;1601618;1206958;106509;162
190;100000;75162;1601618;1206958;106509;162
200;100000;75162;1601618;1206958;106509;168
200;100000;75162;1601618;1206958;106509;167
200;100000;75162;1601618;1206958;106509;168
200;100000;75162;1601618;1206958;106509;167
200;100000;75162;1601618;1206958;106509;167
200;100000;75162;1601618;1206958;106509;168
200;100000;75162;1601618;1206958;106509;167
200;100000;75162;1601618;1206958;106509;168
200;100000;75162;1601618;1206958;106509;168
200;100000;75162;1601618;1206958;106509;168
10;1000000;75162;16001618;1206831;1006513;192
10;1000000;75162;16001472;1206831;1005873;187
10;1000000;75162;16001618;1206831;1006513;190
10;1000000;75162;16002902;1206831;1011430;191
10;1000000;75162;16001618;1206831;1006513;190
10;1000000;75162;16002902;1206831;1011430;190
10;1000000;75162;16001618;1206831;1006513;191
10;1000000;75162;16002902;1206831;1011430;191
10;1000000;75162;16001305;1206831;1005248;175
10;1000000;75162;16001618;1206831;1006513;190
20;1000000;75162;16001618;1206958;1006509;228
20;1000000;75162;16001618;1206958;1006509;233
20;1000000;75162;16001618;1206958;1006509;234
20;1000000;75162;16001618;1206958;1006509;234
20;1000000;75162;16001618;1206958;1006509;231
20;1000000;75162;16001618;1206958;1006509;229
20;1000000;75162;16001618;1206958;1006509;228
20;1000000;75162;16001618;1206958;1006509;237
20;1000000;75162;16001618;1206958;1006509;233
20;1000000;75162;16001618;1206958;1006509;234
30;1000000;75162;16001618;1206958;1006509;314
30;1000000;75162;16001618;1206958;1006509;317
30;1000000;75162;16001618;1206958;1006509;313
30;1000000;75162;16001618;1206958;1006509;315
30;1000000;75162;16001618;1206958;1006509;315
30;1000000;75162;16001618;1206958;1006509;313
30;1000000;75162;16001618;1206958;1006509;314
30;1000000;75162;16001618;1206958;1006509;313
30;1000000;75162;16001618;1206958;1006509;311
30;1000000;75162;16001618;1206958;1006509;313
40;1000000;75162;16001618;1206958;1006509;351
40;1000000;75162;16001618;1206958;1006509;351
40;1000000;75162;16001618;1206958;1006509;348
40;1000000;75162;16001618;1206958;1006509;348
40;1000000;75162;16001618;1206958;1006509;351
40;1000000;75162;16001618;1206958;1006509;349
40;1000000;75162;16001618;1206958;1006509;350
40;1000000;75162;16001618;1206958;1006509;348
40;1000000;75162;16001618;1206958;1006509;350
40;1000000;75162;16001618;1206958;1006509;352
50;1000000;75162;16001618;1206958;1006509;429
50;1000000;75162;16001618;1206958;1006509;429
50;1000000;75162;16001618;1206958;1006509;431
50;1000000;75162;16001618;1206958;1006509;429
50;1000000;75162;16001618;1206958;1006509;428
50;1000000;75162;16001618;1206958;1006509;430
50;1000000;75162;16001618;1206958;1006509;418
50;1000000;75162;16001618;1206958;1006509;426
50;1000000;75162;16001618;1206958;1006509;430
50;1000000;75162;16001618;1206958;1006509;427
60;1000000;75162;16001618;1206958;1006509;469
60;1000000;75162;16001618;1206958;1006509;472
60;1000000;75162;16001618;1206958;1006509;465
60;1000000;75162;16001618;1206958;1006509;467
60;1000000;75162;16001618;1206958;1006509;468
60;1000000;75162;16001618;1206958;1006509;466
60;1000000;75162;16001618;1206958;1006509;468
60;1000000;75162;16001618;1206958;1006509;471
60;1000000;75162;16001618;1206958;1006509;469
60;1000000;75162;16001618;1206958;1006509;468
70;1000000;75162;16001618;1206958;1006509;545
70;1000000;75162;16001618;1206958;1006509;545
70;1000000;75162;16001618;1206958;1006509;544
70;1000000;75162;16001618;1206958;1006509;545
70;1000000;75162;16001618;1206958;1006509;545
70;1000000;75162;16001618;1206958;1006509;545
70;1000000;75162;16001618;1206958;1006509;544
70;1000000;75162;16001618;1206958;1006509;545
70;1000000;75162;16001618;1206958;1006509;544
70;1000000;75162;16001618;1206958;1006509;543
80;1000000;75162;16001618;1206958;1006509;597
80;1000000;75162;16001618;1206958;1006509;597
80;1000000;75162;16001618;1206958;1006509;596
80;1000000;75162;16001618;1206958;1006509;598
80;1000000;75162;16001618;1206958;1006509;598
80;1000000;75162;16001618;1206958;1006509;599
80;1000000;75162;16001618;1206958;1006509;599
80;1000000;75162;16001618;1206958;1006509;598
80;1000000;75162;16001618;1206958;1006509;596
80;1000000;75162;16001618;1206958;1006509;595
90;1000000;75162;16001618;1206958;1006509;664
90;1000000;75162;16001618;1206958;1006509;662
90;1000000;75162;16001618;1206958;1006509;662
90;1000000;75162;16001618;1206958;1006509;662
90;1000000;75162;16001618;1206958;1006509;663
90;1000000;75162;16001618;1206958;1006509;663
90;1000000;75162;16001618;1206958;1006509;676
90;1000000;75162;16001618;1206958;1006509;644
90;1000000;75162;16001618;1206958;1006509;662
90;1000000;75162;16001618;1206958;1006509;663
100;1000000;75162;16001618;1206958;1006509;704
100;1000000;75162;16001618;1206958;1006509;707
100;1000000;75162;16001618;1206958;1006509;704
100;1000000;75162;16001618;1206958;1006509;705
100;1000000;75162;16001618;1206958;1006509;703
100;1000000;75162;16001618;1206958;1006509;705
100;1000000;75162;16001618;1206958;1006509;705
100;1000000;75162;16001618;1206958;1006509;706
100;1000000;75162;16001618;1206958;1006509;713
100;1000000;75162;16001618;1206958;1006509;707
110;1000000;75162;16001618;1206958;1006509;773
110;1000000;75162;16001618;1206958;1006509;775
110;1000000;75162;16001618;1206958;1006509;762
110;1000000;75162;16001618;1206958;1006509;775
110;1000000;75162;16001618;1206958;1006509;772
110;1000000;75162;16001618;1206958;1006509;765
110;1000000;75162;16001618;1206958;1006509;775
110;1000000;75162;16001618;1206958;1006509;775
110;1000000;75162;16001618;1206958;1006509;775
110;1000000;75162;16001618;1206958;1006509;774
120;1000000;75162;16001618;1206958;1006509;809
120;1000000;75162;16001618;1206958;1006509;809
120;1000000;75162;16001618;1206958;1006509;808
120;1000000;75162;16001618;1206958;1006509;810
120;1000000;75162;16001618;1206958;1006509;809
120;1000000;75162;16001618;1206958;1006509;808
120;1000000;75162;16001618;1206958;1006509;808
120;1000000;75162;16001618;1206958;1006509;809
120;1000000;75162;16001618;1206958;1006509;808
120;1000000;75162;16001618;1206958;1006509;809
130;1000000;75162;16001618;1206958;1006509;879
130;1000000;75162;16001618;1206958;1006509;880
130;1000000;75162;16001618;1206958;1006509;882
130;1000000;75162;16001618;1206958;1006509;880
130;1000000;75162;16001618;1206958;1006509;881
130;1000000;75162;16001618;1206958;1006509;880
130;1000000;75162;16001618;1206958;1006509;882
130;1000000;75162;16001618;1206958;1006509;882
130;1000000;75162;16001618;1206958;1006509;879
130;1000000;75162;16001618;1206958;1006509;881
140;1000000;75162;16001618;1206958;1006509;936
140;1000000;75162;16001618;1206958;1006509;937
140;1000000;75162;16001618;1206958;1006509;939
140;1000000;75162;16001618;1206958;1006509;939
140;1000000;75162;16001618;1206958;1006509;934
140;1000000;75162;16001618;1206958;1006509;936
140;1000000;75162;16001618;1206958;1006509;938
140;1000000;75162;16001618;1206958;1006509;934
140;1000000;75162;16001618;1206958;1006509;936
140;1000000;75162;16001618;1206958;1006509;935
150;1000000;75162;16001618;1206958;1006509;983
150;1000000;75162;16001618;1206958;1006509;983
150;1000000;75162;16001618;1206958;1006509;983
150;1000000;75162;16001618;1206958;1006509;997
150;1000000;75162;16001618;1206958;1006509;983
150;1000000;75162;16001618;1206958;1006509;984
150;1000000;75162;16001618;1206958;1006509;984
150;1000000;75162;16001618;1206958;1006509;982
150;1000000;75162;16001618;1206958;1006509;984
150;1000000;75162;16001618;1206958;1006509;984
160;1000000;75162;16001618;1206958;1006509;1050
160;1000000;75162;16001618;1206958;1006509;1046
160;1000000;75162;16001618;1206958;1006509;1053
160;1000000;75162;16001618;1206958;1006509;1052
160;1000000;75162;16001618;1206958;1006509;1050
160;1000000;75162;16001618;1206958;1006509;1051
160;1000000;75162;16001618;1206958;1006509;1053
160;1000000;75162;16001618;1206958;1006509;1052
160;1000000;75162;16001618;1206958;1006509;1052
160;1000000;75162;16001618;1206958;1006509;1053
170;1000000;75162;16001618;1206958;1006509;1099
170;1000000;75162;16001618;1206958;1006509;1098
170;1000000;75162;16001618;1206958;1006509;1098
170;1000000;75162;16001618;1206958;1006509;1097
170;1000000;75162;16001618;1206958;1006509;1107
170;1000000;75162;16001618;1206958;1006509;1115
170;1000000;75162;16001618;1206958;1006509;1099
170;1000000;75162;16001618;1206958;1006509;1100
170;1000000;75162;16001618;1206958;1006509;1097
170;1000000;75162;16001618;1206958;1006509;1098
180;1000000;75162;16001618;1206958;1006509;1161
180;1000000;75162;16001618;1206958;1006509;1161
180;1000000;75162;16001618;1206958;1006509;1161
180;1000000;75162;16001618;1206958;1006509;1160
180;1000000;75162;16001618;1206958;1006509;1162
180;1000000;75162;16001618;1206958;1006509;1162
180;1000000;75162;16001618;1206958;1006509;1161
180;1000000;75162;16001618;1206958;1006509;1162
180;1000000;75162;16001618;1206958;1006509;1161
180;1000000;75162;16001618;1206958;1006509;1159
190;1000000;75162;16001618;1206958;1006509;1230
190;1000000;75162;16001618;1206958;1006509;1229
190;1000000;75162;16001618;1206958;1006509;1231
190;1000000;75162;16001618;1206958;1006509;1233
190;1000000;75162;16001618;1206958;1006509;1233
190;1000000;75162;16001618;1206958;1006509;1231
190;1000000;75162;16001618;1206958;1006509;1230
190;1000000;75162;16001618;1206958;1006509;1229
190;1000000;75162;16001618;1206958;1006509;1229
190;1000000;75162;16001618;1206958;1006509;1229
200;1000000;75162;16001618;1206958;1006509;1264
200;1000000;75162;16001618;1206958;1006509;1266
200;1000000;75162;16001618;1206958;1006509;1265
200;1000000;75162;16001618;1206958;1006509;1265
200;1000000;75162;16001618;1206958;1006509;1264
200;1000000;75162;16001618;1206958;1006509;1268
200;1000000;75162;16001618;1206958;1006509;1287
200;1000000;75162;16001618;1206958;1006509;1265
200;1000000;75162;16001618;1206958;1006509;1266
200;1000000;75162;16001618;1206958;1006509;1267
10;10000000;75162;160003097;1206831;10012200;1757
10;10000000;75162;160001618;1206831;10006513;1748
10;10000000;75162;160001618;1206831;10006513;1750
10;10000000;75162;160001618;1206831;10006513;1747
10;10000000;75162;160001618;1206831;10006513;1748
10;10000000;75162;160002064;1206831;10008181;1601
10;10000000;75162;160001618;1206831;10006513;1748
10;10000000;75162;160001480;1206831;10005920;1647
10;10000000;75162;160001313;1206831;10005295;1598
10;10000000;75162;160001472;1206831;10005873;1716
20;10000000;75162;160001618;1206958;10006509;2122
20;10000000;75162;160001618;1206958;10006509;2130
20;10000000;75162;160001618;1206958;10006509;2105
20;10000000;75162;160001618;1206958;10006509;2107
20;10000000;75162;160001618;1206958;10006509;2110
20;10000000;75162;160001618;1206958;10006509;2105
20;10000000;75162;160001618;1206958;10006509;2105
20;10000000;75162;160001618;1206958;10006509;2105
20;10000000;75162;160001618;1206958;10006509;2109
20;10000000;75162;160001618;1206958;10006509;2105
30;10000000;75162;160001618;1206958;10006509;2937
30;10000000;75162;160001618;1206958;10006509;2940
30;10000000;75162;160001618;1206958;10006509;2947
30;10000000;75162;160001618;1206958;10006509;2938
30;10000000;75162;160001618;1206958;10006509;2945
30;10000000;75162;160001618;1206958;10006509;2973
30;10000000;75162;160001618;1206958;10006509;2959
30;10000000;75162;160001618;1206958;10006509;2957
30;10000000;75162;160001618;1206958;10006509;2951
30;10000000;75162;160001618;1206958;10006509;2955
40;10000000;75162;160001618;1206958;10006509;3405
40;10000000;75162;160001618;1206958;10006509;3283
40;10000000;75162;160001618;1206958;10006509;3285
40;10000000;75162;160001618;1206958;10006509;3308
40;10000000;75162;160001618;1206958;10006509;3307
40;10000000;75162;160001618;1206958;10006509;3270
40;10000000;75162;160001618;1206958;10006509;3222
40;10000000;75162;160001618;1206958;10006509;3219
40;10000000;75162;160001618;1206958;10006509;3188
40;10000000;75162;160001618;1206958;10006509;3191
50;10000000;75162;160001618;1206958;10006509;3938
50;10000000;75162;160001618;1206958;10006509;3828
50;10000000;75162;160001618;1206958;10006509;3812
50;10000000;75162;160001618;1206958;10006509;3860
50;10000000;75162;160001618;1206958;10006509;3812
50;10000000;75162;160001618;1206958;10006509;3860
50;10000000;75162;160001618;1206958;10006509;3875
50;10000000;75162;160001618;1206958;10006509;3812
50;10000000;75162;160001618;1206958;10006509;3813
50;10000000;75162;160001618;1206958;10006509;3828
60;10000000;75162;160001618;1206958;10006509;4344
60;10000000;75162;160001618;1206958;10006509;4328
60;10000000;75162;160001618;1206958;10006509;4313
60;10000000;75162;160001618;1206958;10006509;4328
60;10000000;75162;160001618;1206958;10006509;4332
60;10000000;75162;160001618;1206958;10006509;4312
60;10000000;75162;160001618;1206958;10006509;4329
60;10000000;75162;160001618;1206958;10006509;4328
60;10000000;75162;160001618;1206958;10006509;4328
60;10000000;75162;160001618;1206958;10006509;4312
70;10000000;75162;160001618;1206958;10006509;4938
70;10000000;75162;160001618;1206958;10006509;4937
70;10000000;75162;160001618;1206958;10006509;4907
70;10000000;75162;160001618;1206958;10006509;4937
70;10000000;75162;160001618;1206958;10006509;4938
70;10000000;75162;160001618;1206958;10006509;4922
70;10000000;75162;160001618;1206958;10006509;4922
70;10000000;75162;160001618;1206958;10006509;4925
70;10000000;75162;160001618;1206958;10006509;4922
70;10000000;75162;160001618;1206958;10006509;4906
80;10000000;75162;160001618;1206958;10006509;5563
80;10000000;75162;160001618;1206958;10006509;5578
80;10000000;75162;160001618;1206958;10006509;5578
80;10000000;75162;160001618;1206958;10006509;5594
80;10000000;75162;160001618;1206958;10006509;5578
80;10000000;75162;160001618;1206958;10006509;5579
80;10000000;75162;160001618;1206958;10006509;5578
80;10000000;75162;160001618;1206958;10006509;5562
80;10000000;75162;160001618;1206958;10006509;5567
80;10000000;75162;160001618;1206958;10006509;5562
90;10000000;75162;160001618;1206958;10006509;6219
90;10000000;75162;160001618;1206958;10006509;6203
90;10000000;75162;160001618;1206958;10006509;6219
90;10000000;75162;160001618;1206958;10006509;6203
90;10000000;75162;160001618;1206958;10006509;6203
90;10000000;75162;160001618;1206958;10006509;6251
90;10000000;75162;160001618;1206958;10006509;6203
90;10000000;75162;160001618;1206958;10006509;6250
90;10000000;75162;160001618;1206958;10006509;6207
90;10000000;75162;160001618;1206958;10006509;6203
100;10000000;75162;160001618;1206958;10006509;6594
100;10000000;75162;160001618;1206958;10006509;6593
100;10000000;75162;160001618;1206958;10006509;6594
100;10000000;75162;160001618;1206958;10006509;6579
100;10000000;75162;160001618;1206958;10006509;6593
100;10000000;75162;160001618;1206958;10006509;6610
100;10000000;75162;160001618;1206958;10006509;6594
100;10000000;75162;160001618;1206958;10006509;6597
100;10000000;75162;160001618;1206958;10006509;6578
100;10000000;75162;160001618;1206958;10006509;6594
110;10000000;75162;160001618;1206958;10006509;7125
110;10000000;75162;160001618;1206958;10006509;7125
110;10000000;75162;160001618;1206958;10006509;7126
110;10000000;75162;160001618;1206958;10006509;7140
110;10000000;75162;160001618;1206958;10006509;7141
110;10000000;75162;160001618;1206958;10006509;7109
110;10000000;75162;160001618;1206958;10006509;7098
110;10000000;75162;160001618;1206958;10006509;7125
110;10000000;75162;160001618;1206958;10006509;7110
110;10000000;75162;160001618;1206958;10006509;7109
120;10000000;75162;160001618;1206958;10006509;7594
120;10000000;75162;160001618;1206958;10006509;7594
120;10000000;75162;160001618;1206958;10006509;7609
120;10000000;75162;160001618;1206958;10006509;7579
120;10000000;75162;160001618;1206958;10006509;7581
120;10000000;75162;160001618;1206958;10006509;7579
120;10000000;75162;160001618;1206958;10006509;7578
120;10000000;75162;160001618;1206958;10006509;7578
120;10000000;75162;160001618;1206958;10006509;7594
120;10000000;75162;160001618;1206958;10006509;7594
130;10000000;75162;160001618;1206958;10006509;8312
130;10000000;75162;160001618;1206958;10006509;8282
130;10000000;75162;160001618;1206958;10006509;8300
130;10000000;75162;160001618;1206958;10006509;8297
130;10000000;75162;160001618;1206958;10006509;8282
130;10000000;75162;160001618;1206958;10006509;8281
130;10000000;75162;160001618;1206958;10006509;8297
130;10000000;75162;160001618;1206958;10006509;8297
130;10000000;75162;160001618;1206958;10006509;8313
130;10000000;75162;160001618;1206958;10006509;8332
140;10000000;75162;160001618;1206958;10006509;8813
140;10000000;75162;160001618;1206958;10006509;8812
140;10000000;75162;160001618;1206958;10006509;8828
140;10000000;75162;160001618;1206958;10006509;8829
140;10000000;75162;160001618;1206958;10006509;8812
140;10000000;75162;160001618;1206958;10006509;8844
140;10000000;75162;160001618;1206958;10006509;8816
140;10000000;75162;160001618;1206958;10006509;8813
140;10000000;75162;160001618;1206958;10006509;8813
140;10000000;75162;160001618;1206958;10006509;8812
150;10000000;75162;160001618;1206958;10006509;9250
150;10000000;75162;160001618;1206958;10006509;9266
150;10000000;75162;160001618;1206958;10006509;9254
150;10000000;75162;160001618;1206958;10006509;9250
150;10000000;75162;160001618;1206958;10006509;9282
150;10000000;75162;160001618;1206958;10006509;9250
150;10000000;75162;160001618;1206958;10006509;9234
150;10000000;75162;160001618;1206958;10006509;9266
150;10000000;75162;160001618;1206958;10006509;9282
150;10000000;75162;160001618;1206958;10006509;9238
160;10000000;75162;160001618;1206958;10006509;9906
160;10000000;75162;160001618;1206958;10006509;9922
160;10000000;75162;160001618;1206958;10006509;9922
160;10000000;75162;160001618;1206958;10006509;9907
160;10000000;75162;160001618;1206958;10006509;9953
160;10000000;75162;160001618;1206958;10006509;9910
160;10000000;75162;160001618;1206958;10006509;9906
160;10000000;75162;160001618;1206958;10006509;9969
160;10000000;75162;160001618;1206958;10006509;9922
160;10000000;75162;160001618;1206958;10006509;9907
170;10000000;75162;160001618;1206958;10006509;10375
170;10000000;75162;160001618;1206958;10006509;10347
170;10000000;75162;160001618;1206958;10006509;10328
170;10000000;75162;160001618;1206958;10006509;10328
170;10000000;75162;160001618;1206958;10006509;10344
170;10000000;75162;160001618;1206958;10006509;10419
170;10000000;75162;160001618;1206958;10006509;10391
170;10000000;75162;160001618;1206958;10006509;10378
170;10000000;75162;160001618;1206958;10006509;10328
170;10000000;75162;160001618;1206958;10006509;10344
180;10000000;75162;160001618;1206958;10006509;10938
180;10000000;75162;160001618;1206958;10006509;10937
180;10000000;75162;160001618;1206958;10006509;10957
180;10000000;75162;160001618;1206958;10006509;10953
180;10000000;75162;160001618;1206958;10006509;10938
180;10000000;75162;160001618;1206958;10006509;10938
180;10000000;75162;160001618;1206958;10006509;10937
180;10000000;75162;160001618;1206958;10006509;10938
180;10000000;75162;160001618;1206958;10006509;10973
180;10000000;75162;160001618;1206958;10006509;10937
190;10000000;75162;160001618;1206958;10006509;11594
190;10000000;75162;160001618;1206958;10006509;11610
190;10000000;75162;160001618;1206958;10006509;11698
190;10000000;75162;160001618;1206958;10006509;11660
190;10000000;75162;160001618;1206958;10006509;11625
190;10000000;75162;160001618;1206958;10006509;11625
190;10000000;75162;160001618;1206958;10006509;11610
190;10000000;75162;160001618;1206958;10006509;11625
190;10000000;75162;160001618;1206958;10006509;11926
190;10000000;75162;160001618;1206958;10006509;11663
200;10000000;75162;160001618;1206958;10006509;11938
200;10000000;75162;160001618;1206958;10006509;11937
200;10000000;75162;160001618;1206958;10006509;11922
200;10000000;75162;160001618;1206958;10006509;11957
200;10000000;75162;160001618;1206958;10006509;11938
200;10000000;75162;160001618;1206958;10006509;11922
200;10000000;75162;160001618;1206958;10006509;11922
200;10000000;75162;160001618;1206958;10006509;11938
200;10000000;75162;160001618;1206958;10006509;11941
200;10000000;75162;160001618;1206958;10006509;11938
10;100000000;75162;1600001472;1206831;100005873;14437
10;100000000;75162;1600002719;1206831;100010711;12954
10;100000000;75162;1600001313;1206831;100005295;12656
10;100000000;75162;1600001618;1206831;100006513;16941
10;100000000;75162;1600001910;1206831;100007608;13954
10;100000000;75162;1600001618;1206831;100006513;16922
10;100000000;75162;1600005124;1206831;100020070;17078
10;100000000;75162;1600001618;1206831;100006513;16957
10;100000000;75162;1600001472;1206831;100005873;14797
10;100000000;75162;1600002127;1206831;100008403;13626
20;100000000;75162;1600001618;1206958;100006509;20379
20;100000000;75162;1600001618;1206958;100006509;20391
20;100000000;75162;1600001618;1206958;100006509;20344
20;100000000;75162;1600001618;1206958;100006509;20363
20;100000000;75162;1600001618;1206958;100006509;20516
20;100000000;75162;1600001618;1206958;100006509;20360
20;100000000;75162;1600001618;1206958;100006509;20379
20;100000000;75162;1600001618;1206958;100006509;20375
20;100000000;75162;1600001618;1206958;100006509;20344
20;100000000;75162;1600001618;1206958;100006509;20504
30;100000000;75162;1600001618;1206958;100006509;28844
30;100000000;75162;1600001618;1206958;100006509;28600
30;100000000;75162;1600001618;1206958;100006509;28625
30;100000000;75162;1600001618;1206958;100006509;28582
30;100000000;75162;1600001618;1206958;100006509;28626
30;100000000;75162;1600001618;1206958;100006509;28613
30;100000000;75162;1600001618;1206958;100006509;28907
30;100000000;75162;1600001618;1206958;100006509;28594
30;100000000;75162;1600001618;1206958;100006509;28629
30;100000000;75162;1600001618;1206958;100006509;28594
40;100000000;75162;1600001618;1206958;100006509;31864
40;100000000;75162;1600001618;1206958;100006509;31703
40;100000000;75162;1600001618;1206958;100006509;31911
40;100000000;75162;1600001618;1206958;100006509;31707
40;100000000;75162;1600001618;1206958;100006509;31876
40;100000000;75162;1600001618;1206958;100006509;31691
40;100000000;75162;1600001618;1206958;100006509;32001
40;100000000;75162;1600001618;1206958;100006509;31692
40;100000000;75162;1600001618;1206958;100006509;32000
40;100000000;75162;1600001618;1206958;100006509;31692
50;100000000;75162;1600001618;1206958;100006509;38016
50;100000000;75162;1600001618;1206958;100006509;37989
50;100000000;75162;1600001618;1206958;100006509;38363
50;100000000;75162;1600001618;1206958;100006509;37985
50;100000000;75162;1600001618;1206958;100006509;38036
50;100000000;75162;1600001618;1206958;100006509;38020
50;100000000;75162;1600001618;1206958;100006509;37969
50;100000000;75162;1600001618;1206958;100006509;37926
50;100000000;75162;1600001618;1206958;100006509;38032
50;100000000;75162;1600001618;1206958;100006509;37988
60;100000000;75162;1600001618;1206958;100006509;42989
60;100000000;75162;1600001618;1206958;100006509;43410
60;100000000;75162;1600001618;1206958;100006509;43079
60;100000000;75162;1600001618;1206958;100006509;42988
60;100000000;75162;1600001618;1206958;100006509;42989
60;100000000;75162;1600001618;1206958;100006509;43079
60;100000000;75162;1600001618;1206958;100006509;43129
60;100000000;75162;1600001618;1206958;100006509;42973
60;100000000;75162;1600001618;1206958;100006509;43005
60;100000000;75162;1600001618;1206958;100006509;43219
70;100000000;75162;1600001618;1206958;100006509;48926
70;100000000;75162;1600001618;1206958;100006509;48864
70;100000000;75162;1600001618;1206958;100006509;49051
70;100000000;75162;1600001618;1206958;100006509;48989
70;100000000;75162;1600001618;1206958;100006509;48922
70;100000000;75162;1600001618;1206958;100006509;48942
70;100000000;75162;1600001618;1206958;100006509;48958
70;100000000;75162;1600001618;1206958;100006509;48910
70;100000000;75162;1600001618;1206958;100006509;48911
70;100000000;75162;1600001618;1206958;100006509;48938
80;100000000;75162;1600001618;1206958;100006509;55614
80;100000000;75162;1600001618;1206958;100006509;55457
80;100000000;75162;1600001618;1206958;100006509;55380
80;100000000;75162;1600001618;1206958;100006509;55489
80;100000000;75162;1600001618;1206958;100006509;55488
80;100000000;75162;1600001618;1206958;100006509;55411
80;100000000;75162;1600001618;1206958;100006509;56082
80;100000000;75162;1600001618;1206958;100006509;55395
80;100000000;75162;1600001618;1206958;100006509;56146
80;100000000;75162;1600001618;1206958;100006509;55644
90;100000000;75162;1600001618;1206958;100006509;61755
90;100000000;75162;1600001618;1206958;100006509;61864
90;100000000;75162;1600001618;1206958;100006509;61755
90;100000000;75162;1600001618;1206958;100006509;61786
90;100000000;75162;1600001618;1206958;100006509;61832
90;100000000;75162;1600001618;1206958;100006509;61801
90;100000000;75162;1600001618;1206958;100006509;61802
90;100000000;75162;1600001618;1206958;100006509;61848
90;100000000;75162;1600001618;1206958;100006509;61786
90;100000000;75162;1600001618;1206958;100006509;61785
100;100000000;75162;1600001618;1206958;100006509;65615
100;100000000;75162;1600001618;1206958;100006509;65598
100;100000000;75162;1600001618;1206958;100006509;65598
100;100000000;75162;1600001618;1206958;100006509;66177
100;100000000;75162;1600001618;1206958;100006509;65598
100;100000000;75162;1600001618;1206958;100006509;65883
100;100000000;75162;1600001618;1206958;100006509;65817
100;100000000;75162;1600001618;1206958;100006509;65598
100;100000000;75162;1600001618;1206958;100006509;65645
100;100000000;75162;1600001618;1206958;100006509;65599
110;100000000;75162;1600001618;1206958;100006509;71551
110;100000000;75162;1600001618;1206958;100006509;70833
110;100000000;75162;1600001618;1206958;100006509;70848
110;100000000;75162;1600001618;1206958;100006509;70884
110;100000000;75162;1600001618;1206958;100006509;70864
110;100000000;75162;1600001618;1206958;100006509;71098
110;100000000;75162;1600001618;1206958;100006509;70817
110;100000000;75162;1600001618;1206958;100006509;71349
110;100000000;75162;1600001618;1206958;100006509;70993
110;100000000;75162;1600001618;1206958;100006509;72551
120;100000000;75162;1600001618;1206958;100006509;75598
120;100000000;75162;1600001618;1206958;100006509;75898
120;100000000;75162;1600001618;1206958;100006509;75555
120;100000000;75162;1600001618;1206958;100006509;75505
120;100000000;75162;1600001618;1206958;100006509;75535
120;100000000;75162;1600001618;1206958;100006509;76724
120;100000000;75162;1600001618;1206958;100006509;75559
120;100000000;75162;1600001618;1206958;100006509;75557
