"k";"m";"n";"count1";"count2";"count3";"time"
3;10000;39213;153322;684222;23569;40
3;10000;39213;153322;684222;23569;40
3;10000;39213;153322;684222;23569;40
3;10000;39213;153322;684222;23569;40
3;10000;39213;153322;684222;23569;40
3;10000;39213;153322;684222;23569;40
3;10000;39213;153221;684222;22976;41
3;100000;39213;1361520;684222;209049;106
3;100000;39213;1361520;684222;209049;105
3;100000;39213;1361520;684222;209049;106
3;100000;39213;1361520;684222;209049;106
3;100000;39213;1361520;684222;209049;104
3;100000;39213;1361520;684222;209049;105
3;100000;39213;1361520;684222;209049;106
3;100000;39213;1361520;684222;209049;107
3;100000;39213;1138279;684222;174734;91
3;100000;39213;1138279;684222;174734;93
3;1000000;39213;1138279;684222;174734;92
3;1000000;39213;1138279;684222;174734;96
3;1000000;39213;1138279;684222;174734;93
3;1000000;39213;1138279;684222;174734;94
3;1000000;39213;1138279;684222;174734;93
3;1000000;39213;1138279;684222;174734;91
3;1000000;39213;1138279;684222;174734;96
3;1000000;39213;1138279;684222;174734;93
3;1000000;39213;699333;684222;106987;69
3;1000000;39213;699333;684222;106987;70
3;10000000;39213;699333;684222;106987;69
3;10000000;39213;699333;684222;106987;69
3;10000000;39213;699333;684222;106987;72
3;10000000;39213;699333;684222;106987;69
3;10000000;39213;699333;684222;106987;69
3;10000000;39213;699333;684222;106987;69
3;10000000;39213;699333;684222;106987;69
3;10000000;39213;699333;684222;106987;69
3;10000000;39213;699333;684222;106987;71
3;10000000;39213;699333;684222;106987;70
3;100000000;39213;31193;684222;4736;33
3;100000000;39213;31193;684222;4736;33
3;100000000;39213;31193;684222;4736;33
3;100000000;39213;31193;684222;4736;33
3;100000000;39213;31193;684222;4736;32
3;100000000;39213;31193;684222;4736;33
3;100000000;39213;31193;684222;4736;32
3;100000000;39213;31193;684222;4736;34
3;100000000;39213;31193;684222;4736;34
3;100000000;39213;31193;684222;4736;33
4;10000;39213;153251;691351;20374;40
4;10000;39213;153251;691351;20374;40
