date;input;n;k;m;i;count1;count2;count3;count;usr;sys;time
2015-12-29 10:39:01.227068865+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;9;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.270780497+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;10;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.316226908+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;11;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.359970469+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;12;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.404328158+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;13;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.450384374+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;14;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.497391445+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;15;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.541318237+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;16;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.586445933+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;17;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.630147650+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;18;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.673740820+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;19;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.719318829+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000;20;1609919;16753;2003;1628675;0.03;0;0.03
2015-12-29 10:39:01.764240573+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;1;1609919;167544;20030;1797493;0.04;0;0.04
2015-12-29 10:39:01.815402396+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;2;1609919;167544;20030;1797493;0.04;0;0.04
2015-12-29 10:39:01.868688668+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;3;1609919;167544;20030;1797493;0.04;0;0.04
2015-12-29 10:39:01.918842130+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;4;1609919;167544;20030;1797493;0.04;0;0.04
2015-12-29 10:39:01.972814988+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;5;1609919;167544;20030;1797493;0.04;0;0.04
2015-12-29 10:39:02.023310909+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;6;1609919;167428;20036;1797383;0.03;0;0.04
2015-12-29 10:39:02.073699167+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;7;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.127408529+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;8;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.179300667+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;9;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.233521118+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;10;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.283763136+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;11;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.333933176+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;12;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.387250734+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;13;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.437721089+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;14;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.491719380+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;15;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.543000139+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;16;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.593290239+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;17;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.646713893+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;18;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.697529767+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;19;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.747711576+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;10000;20;1609919;167428;20036;1797383;0.04;0;0.04
2015-12-29 10:39:02.803029996+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;1;1609919;304981;36508;1951408;0.04;0;0.04
2015-12-29 10:39:02.860387222+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;2;1609919;304981;36508;1951408;0.04;0;0.05
2015-12-29 10:39:02.920523247+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;3;1609919;304981;36508;1951408;0.04;0;0.04
2015-12-29 10:39:02.977372468+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;4;1609919;304981;36508;1951408;0.04;0;0.04
2015-12-29 10:39:03.034984783+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;5;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.090868133+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;6;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.149698747+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;7;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.206679205+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;8;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.264742749+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;9;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.320455364+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;10;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.378956906+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;11;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.434407053+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;12;1609919;297646;35617;1943182;0.04;0;0.05
2015-12-29 10:39:03.493997135+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;13;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.549631848+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;14;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.607379700+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;15;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.663211803+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;16;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.720906162+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;17;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.776567814+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;18;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.834237550+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;19;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.891827871+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;100000;20;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:03.950442114+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;1;1609919;297646;35617;1943182;0.04;0;0.04
2015-12-29 10:39:04.008090681+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;2;1609919;836849;100131;2546899;0.06;0;0.07
2015-12-29 10:39:04.087910442+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;3;1609919;836849;100131;2546899;0.07;0;0.07
2015-12-29 10:39:04.171462947+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;4;1609919;836849;100131;2546899;0.06;0;0.06
2015-12-29 10:39:04.251014638+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;5;1609919;836849;100131;2546899;0.07;0;0.07
2015-12-29 10:39:04.333896157+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;6;1609919;836849;100131;2546899;0.06;0;0.07
2015-12-29 10:39:04.414973217+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;7;1609919;836849;100131;2546899;0.06;0;0.07
2015-12-29 10:39:04.498500762+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;8;1609919;836849;100131;2546899;0.06;0;0.06
2015-12-29 10:39:04.577347780+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;9;1609919;836849;100131;2546899;0.06;0;0.07
2015-12-29 10:39:04.658389439+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;10;1609919;836849;100131;2546899;0.06;0;0.06
2015-12-29 10:39:04.737105149+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;11;1609919;836849;100131;2546899;0.06;0;0.07
2015-12-29 10:39:04.818198339+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;12;1609919;836849;100131;2546899;0.06;0;0.07
2015-12-29 10:39:04.898658557+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;13;1609919;836849;100131;2546899;0.07;0;0.07
2015-12-29 10:39:04.981414664+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;14;1609919;836849;100131;2546899;0.06;0;0.07
2015-12-29 10:39:05.060975740+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;15;1609919;2469433;295491;4374843;0.14;0;0.14
2015-12-29 10:39:05.212963116+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;16;1609919;2469433;295491;4374843;0.14;0;0.14
2015-12-29 10:39:05.363746294+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;17;1609919;2469433;295491;4374843;0.14;0;0.14
2015-12-29 10:39:05.517654284+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;18;1609919;2469433;295491;4374843;0.14;0;0.14
2015-12-29 10:39:05.669516471+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;19;1609919;2469433;295491;4374843;0.14;0;0.14
2015-12-29 10:39:05.819555100+01:00 ; ./dataset/book2_sherlock.txt ;104410;6;1000000;20;1609919;2469433;295491;4374843;0.14;0;0.14
2015-12-29 10:39:05.972322587+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;1;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.017002772+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;2;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.063150956+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;3;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.106220112+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;4;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.149506995+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;5;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.195285593+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;6;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.238744159+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;7;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.281701207+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;8;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.326932039+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;9;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.370234495+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;10;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.414396515+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;11;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.460520771+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;12;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.504461092+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;13;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.547525045+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;14;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.592730063+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;15;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.636092093+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;16;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.678948610+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;17;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.723260561+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;18;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.767378354+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;19;1609919;1675;200;1611794;0.02;0;0.03
2015-12-29 10:39:06.810542274+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100;20;1609919;1675;200;1611794;0.03;0;0.03
2015-12-29 10:39:06.855883710+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;1;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:06.901732691+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;2;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:06.945555828+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;3;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:06.991320224+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;4;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.035281243+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;5;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.078998925+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;6;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.125173853+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;7;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.169555556+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;8;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.213339852+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;9;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.259130840+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;10;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.303037606+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;11;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.346851390+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;12;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.393858981+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;13;1609919;16715;2000;1628634;0.02;0;0.03
2015-12-29 10:39:07.437828780+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;14;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.483500177+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;15;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.528773558+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;16;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.572718394+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;17;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.616458449+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;18;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.662967295+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;19;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.706776615+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000;20;1609919;16715;2000;1628634;0.03;0;0.03
2015-12-29 10:39:07.751312697+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;1;1609919;167445;20023;1797387;0.04;0;0.04
2015-12-29 10:39:07.805777701+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;2;1609919;167445;20023;1797387;0.04;0;0.04
2015-12-29 10:39:07.856376578+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;3;1609919;167445;20023;1797387;0.04;0;0.04
2015-12-29 10:39:07.907712582+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;4;1609919;167445;20023;1797387;0.04;0;0.04
2015-12-29 10:39:07.962592059+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;5;1609919;167445;20023;1797387;0.04;0;0.04
2015-12-29 10:39:08.013614195+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;6;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.066977232+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;7;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.117479047+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;8;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.173700360+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;9;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.224697006+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;10;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.276599221+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;11;1609919;167403;20017;1797339;0.03;0;0.04
2015-12-29 10:39:08.329608893+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;12;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.383235840+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;13;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.436097171+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;14;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.489269294+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;15;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.541631754+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;16;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.591959807+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;17;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.643832825+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;18;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.694550724+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;19;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.745004799+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;10000;20;1609919;167403;20017;1797339;0.04;0;0.04
2015-12-29 10:39:08.799571464+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;1;1609919;1674372;200078;3484369;0.1;0;0.11
2015-12-29 10:39:08.918758519+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;2;1609919;1674372;200078;3484369;0.1;0;0.11
2015-12-29 10:39:09.038780283+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;3;1609919;1674344;200106;3484369;0.11;0;0.11
2015-12-29 10:39:09.160545002+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;4;1609919;1674344;200106;3484369;0.1;0;0.11
2015-12-29 10:39:09.280764670+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;5;1609919;1674344;200106;3484369;0.1;0;0.11
2015-12-29 10:39:09.402858366+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;6;1609919;1674344;200106;3484369;0.11;0;0.11
2015-12-29 10:39:09.526112831+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;7;1609919;1674344;200106;3484369;0.11;0;0.11
2015-12-29 10:39:09.647413094+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;8;1609919;1674344;200106;3484369;0.1;0;0.11
2015-12-29 10:39:09.768202840+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;9;1609919;1674344;200106;3484369;0.11;0;0.11
2015-12-29 10:39:09.890781347+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;10;1609919;1674344;200106;3484369;0.1;0;0.11
2015-12-29 10:39:10.013461518+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;11;1609919;1674584;200069;3484572;0.1;0;0.11
2015-12-29 10:39:10.133764747+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;12;1609919;1674584;200069;3484572;0.1;0;0.11
2015-12-29 10:39:10.255742879+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;13;1609919;1674584;200069;3484572;0.1;0;0.11
2015-12-29 10:39:10.376604838+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;14;1609919;1674584;200069;3484572;0.1;0;0.11
2015-12-29 10:39:10.499816921+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;15;1609919;1674584;200069;3484572;0.1;0;0.11
2015-12-29 10:39:10.621532489+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;16;1609919;1674584;200069;3484572;0.11;0;0.11
2015-12-29 10:39:10.743065255+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;17;1609919;1674584;200069;3484572;0.1;0;0.11
2015-12-29 10:39:10.862308748+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;18;1609919;1674584;200069;3484572;0.11;0;0.11
2015-12-29 10:39:10.986458151+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;19;1609919;1674584;200069;3484572;0.1;0;0.11
2015-12-29 10:39:11.107059811+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;100000;20;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.164782392+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;1;1609919;283319;33868;1927106;0.04;0;0.05
2015-12-29 10:39:11.225028298+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;2;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.280621906+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;3;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.337589099+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;4;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.393865332+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;5;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.452117464+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;6;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.508150930+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;7;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.565687195+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;8;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.621210568+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;9;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.679273909+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;10;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.734981000+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;11;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.792745446+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;12;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.848511309+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;13;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.907055701+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;14;1609919;283319;33868;1927106;0.04;0;0.04
2015-12-29 10:39:11.962773216+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;15;1609919;283319;33868;1927106;0.04;0;0.05
2015-12-29 10:39:12.022965269+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;16;1609919;8619528;1029924;11259371;0.42;0;0.42
2015-12-29 10:39:12.457187207+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;17;1609919;8619528;1029924;11259371;0.41;0;0.43
2015-12-29 10:39:12.896777051+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;18;1609919;8619528;1029924;11259371;0.42;0;0.42
2015-12-29 10:39:13.326444503+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;19;1609919;3046018;363973;5019910;0.16;0;0.17
2015-12-29 10:39:13.507348177+01:00 ; ./dataset/book2_sherlock.txt ;104410;7;1000000;20;1609919;3046018;363973;5019910;0.16;0;0.17
2015-12-29 10:39:13.688891933+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;1;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.727345178+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;2;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.739232014+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;3;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.751030432+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;4;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.762857324+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;5;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.774709108+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;6;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.786599245+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;7;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.798438580+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;8;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.810256053+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;9;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.822174096+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;10;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.833963041+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;11;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.845878766+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;12;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.857594203+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;13;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.869442185+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;14;355220;1473;511;357204;0;0;0
2015-12-29 10:39:13.881298377+01:00 ; ./dataset/book3_wonderland.txt ;26438;2;100;15;355220;1473;511;357204;0;0;0
