"k";"m";"n";"count1";"count2";"count3";"time"
7;1000000;26046;410726;443849;55742;50
7;1000000;26046;360494;443849;48923;45
7;1000000;26046;417370;443849;56648;51
7;10000000;26046;91016;443849;12348;26
7;10000000;26046;410726;443849;55742;50
7;10000000;26046;941591;443849;127801;89
7;10000000;26046;417583;443849;56674;50
7;10000000;26046;91016;443849;12348;26
7;10000000;26046;459511;443849;62376;54
7;10000000;26046;91016;443849;12348;26
7;10000000;26046;1351891;443849;183518;114
7;10000000;26046;958561;443849;130126;92
7;10000000;26046;367463;443849;49868;48
7;100000000;26046;91016;443849;12348;27
7;100000000;26046;364916;443849;49527;46
7;100000000;26046;371661;443849;50446;48
7;100000000;26046;91016;443849;12348;27
7;100000000;26046;415159;443849;56346;50
7;100000000;26046;653046;443849;88638;67
7;100000000;26046;91016;443849;12348;28
7;100000000;26046;940447;443849;127655;92
7;100000000;26046;91016;443849;12348;27
7;100000000;26046;944329;443849;128168;88
2;10000;39213;73538;668264;49431;35
2;10000;39213;153272;668264;95924;40
2;10000;39213;153200;668264;97672;40
2;10000;39213;153314;668264;92453;40
2;10000;39213;153336;668264;90426;41
2;10000;39213;153289;668264;96293;40
2;10000;39213;153251;668264;100654;44
2;10000;39213;69617;668264;43171;34
2;10000;39213;109020;668264;67536;54
2;10000;39213;153321;668264;94090;40
2;100000;39213;367822;668264;228981;54
2;100000;39213;1275727;668264;799391;112
2;100000;39213;962699;668264;610571;95
2;100000;39213;674195;668264;431681;76
2;100000;39213;253693;668264;157055;47
2;100000;39213;478826;668264;300225;61
2;100000;39213;381621;668264;234450;55
2;100000;39213;350417;668264;227805;52
2;100000;39213;230701;668264;138990;47
2;100000;39213;43927;668264;26481;32
2;1000000;39213;340793;668264;219922;54
2;1000000;39213;47352;668264;31625;33
2;1000000;39213;698364;668264;447254;76
2;1000000;39213;163379;668264;101198;40
2;1000000;39213;72686;668264;46065;36
2;1000000;39213;652645;668264;416849;71
2;1000000;39213;159534;668264;100631;41
2;1000000;39213;2047952;668264;1313870;168
2;1000000;39213;452329;668264;290243;61
2;1000000;39213;729606;668264;457920;77
2;10000000;39213;99333;668264;59552;36
2;10000000;39213;1007433;668264;641235;97
2;10000000;39213;1190663;668264;760139;108
2;10000000;39213;275118;668264;169600;50
2;10000000;39213;963957;668264;612886;109
2;10000000;39213;894863;668264;557741;88
2;10000000;39213;155054;668264;97229;40
2;10000000;39213;1932530;668264;1216689;160
2;10000000;39213;427243;668264;268722;58
2;10000000;39213;1131732;668264;722702;105
2;100000000;39213;282135;668264;174550;48
2;100000000;39213;87862;668264;54034;37
2;100000000;39213;168142;668264;100743;41
2;100000000;39213;1331373;668264;829193;119
2;100000000;39213;180629;668264;115718;43
2;100000000;39213;615268;668264;380441;71
2;100000000;39213;709166;668264;429162;77
2;100000000;39213;104794;668264;69037;37
2;100000000;39213;819391;668264;530322;110
2;100000000;39213;172029;668264;103426;43
3;10000;39213;153298;684222;23600;41
3;10000;39213;84594;684222;13079;36
3;10000;39213;153341;684222;23680;39
3;10000;39213;153182;684222;23555;40
3;10000;39213;153215;684222;23721;39
3;10000;39213;23806;684222;3623;33
3;10000;39213;153187;684222;23321;40
3;10000;39213;153244;684222;23815;40
3;10000;39213;153272;684222;23435;40
3;10000;39213;153224;684222;23380;40
3;100000;39213;93086;684222;14363;37
3;100000;39213;73444;684222;11335;36
3;100000;39213;282016;684222;43453;46
3;100000;39213;210562;684222;32576;44
3;100000;39213;500710;684222;76640;58
3;100000;39213;52933;684222;8115;35
3;100000;39213;359010;684222;55277;51
3;100000;39213;891305;684222;136951;80
3;100000;39213;757531;684222;116375;74
3;100000;39213;468410;684222;71688;58
3;1000000;39213;523915;684222;80269;60
3;1000000;39213;116112;684222;18378;38
3;1000000;39213;413068;684222;63241;54
3;1000000;39213;426126;684222;65356;54
3;1000000;39213;149359;684222;22867;39
3;1000000;39213;285441;684222;43787;48
3;1000000;39213;1532912;684222;236415;115
3;1000000;39213;2302195;684222;353900;157
3;1000000;39213;375056;684222;57833;52
3;1000000;39213;1616547;684222;248754;120
3;10000000;39213;107042;684222;16511;38
3;10000000;39213;1861012;684222;286331;135
3;10000000;39213;428028;684222;65901;54
3;10000000;39213;860367;684222;131941;78
3;10000000;39213;790275;684222;120894;76
3;10000000;39213;174041;684222;26584;41
3;10000000;39213;594044;684222;90619;66
3;10000000;39213;185120;684222;28350;43
3;10000000;39213;406841;684222;62200;54
3;10000000;39213;255931;684222;38932;46
3;100000000;39213;37846;684222;5704;35
3;100000000;39213;65990;684222;10095;34
3;100000000;39213;49541;684222;7532;35
3;100000000;39213;157353;684222;24190;40
3;100000000;39213;29982;684222;4541;32
3;100000000;39213;600706;684222;91374;69
3;100000000;39213;436238;684222;67111;56
3;100000000;39213;370505;684222;56884;52
3;100000000;39213;544657;684222;83906;62
3;100000000;39213;375156;684222;57696;51
4;10000;39213;29139;691351;3884;33
4;10000;39213;153294;691351;20451;41
4;10000;39213;153301;691351;20514;43
4;10000;39213;153325;691351;20396;43
4;10000;39213;153290;691351;20371;40
